D_1,D_2,T_1,T_2,Value
D2964,D813,P229,P770,0.863265405854469
D2964,D813,P229,P774,0.8614083956409129
D2964,D813,P774,P184,0.8586228803205787
D2964,D813,P774,P229,0.8614083956409129
D2964,D813,P774,P762,0.852123344573132
D2964,D813,P774,P770,0.8539803547866881
D2967,D2477,P779,P1005,0.8727083333333333
D2973,D2179,P735,P619,0.8701622971285893
D2973,D2179,P735,P726,0.8739076154806492
D2975,D4552,P146,P175,0.8740366872896993
D298,D1386,P606,P171,0.803051252507148
D2990,D514,P175,P146,0.8905960755275824
D2990,D519,P175,P146,0.872562435853575
D2990,D520,P175,P146,0.8680654338549075
D2990,D573,P175,P146,0.8698198198198197
D2992,D919,P434,P264,0.8203487481229507
D2992,D919,P434,P442,0.8163219024853667
D2992,D919,P434,P829,0.8319818577426373
D2992,D919,P442,P264,0.831062653371851
D2992,D919,P442,P434,0.8163219024853667
D2992,D919,P442,P829,0.8400839195359744
D2992,D919,P52,P176,0.792081902920819
D2992,D919,P52,P499,0.7903622375562279
D2992,D919,P52,P51,0.8016952263360754
D2992,D919,P648,P485,0.7841936968882585
D2992,D919,P648,P660,0.7896432881689125
D2992,D919,P648,P79,0.7787441056076045
D2992,D919,P648,P997,0.7787441056076045
D2994,D813,P229,P184,0.8592386258124419
D2994,D813,P229,P762,0.849025069637883
D2994,D813,P229,P770,0.8527390900649955
D2994,D813,P229,P774,0.8508820798514392
D2994,D813,P774,P184,0.8480965645311049
D2994,D813,P774,P229,0.8508820798514392
D2994,D813,P774,P762,0.8415970287836583
D2994,D813,P774,P770,0.8434540389972144
D2996,D5956,P192,P1129,0.9045909139270135
D2996,D5956,P192,P188,0.8540293040293041
D2996,D5956,P192,P193,0.8631091131091132
D2996,D5956,P192,P249,0.8530679655133803
D2996,D5956,P192,P250,0.8645521145521146
D2996,D658,P192,P1129,0.9206819657323511
D2996,D658,P192,P188,0.8701203558346416
D2996,D658,P192,P193,0.8792001649144506
D2996,D658,P192,P249,0.8691590173187178
D2996,D658,P192,P250,0.880643166357452
D2996,D951,P192,P1129,0.8996320363266265
D2996,D951,P192,P188,0.849070426428917
D2996,D951,P192,P193,0.858150235508726
D2996,D951,P192,P249,0.8481090879129933
D2996,D951,P192,P250,0.8595932369517275
D2996,D954,P192,P1129,0.9045909139270135
D2996,D954,P192,P188,0.8540293040293041
D2996,D954,P192,P193,0.8631091131091132
D2996,D954,P192,P249,0.8530679655133803
D2996,D954,P192,P250,0.8645521145521146
D2996,D955,P192,P1129,0.915103734439834
D2996,D955,P192,P188,0.8645421245421246
D2996,D955,P192,P193,0.8736219336219335
D2996,D955,P192,P249,0.8635807860262008
D2996,D955,P192,P250,0.875064935064935
D2996,D956,P192,P1129,0.8701654628348958
D2996,D956,P192,P188,0.8196038529371864
D2996,D956,P192,P193,0.8286836620169954
D2996,D956,P192,P249,0.8186425144212626
D2996,D956,P192,P250,0.8301266634599967
D2998,D899,P188,P1129,0.809688467364816
D2998,D899,P188,P192,0.8213675213675214
D2998,D899,P188,P193,0.8131313131313131
D2998,D899,P188,P249,0.8880917723712484
D2998,D899,P188,P250,0.8124098124098124
D3009,D5033,P1,P1041,0.7903133903133903
D3009,D5033,P1,P2,0.915954415954416
D3009,D5033,P1,P538,0.7925643200452361
D3009,D5033,P1,P541,0.7984674329501916
D3009,D5033,P1,P574,0.8582621082621081
D3009,D5033,P1,P684,0.7941595441595442
D3009,D5033,P1,P685,0.7959131545338441
D301,D1386,P606,P171,0.7890561152243395
D3011,D5956,P192,P1129,0.8698405765450973
D3011,D5956,P192,P188,0.8192789666473878
D3011,D5956,P192,P193,0.8283587757271968
D3011,D5956,P192,P249,0.818317628131464
D3011,D5956,P192,P250,0.8298017771701982
D3011,D658,P192,P1129,0.9045909139270135
D3011,D658,P192,P188,0.8540293040293041
D3011,D658,P192,P193,0.8631091131091132
D3011,D658,P192,P249,0.8530679655133803
D3011,D658,P192,P250,0.8645521145521146
D3011,D951,P192,P1129,0.8659083321409834
D3011,D951,P192,P188,0.815346722243274
D3011,D951,P192,P193,0.8244265313230831
D3011,D951,P192,P249,0.8143853837273504
D3011,D951,P192,P250,0.8258695327660845
D3011,D954,P192,P1129,0.8698405765450973
D3011,D954,P192,P188,0.8192789666473878
D3011,D954,P192,P193,0.8283587757271968
D3011,D954,P192,P249,0.818317628131464
D3011,D954,P192,P250,0.8298017771701982
D3011,D955,P192,P1129,0.8781340374701371
D3011,D955,P192,P188,0.8275724275724277
D3011,D955,P192,P193,0.8366522366522368
D3011,D955,P192,P249,0.8266110890565038
D3011,D955,P192,P250,0.8380952380952381
D3011,D956,P192,P1129,0.8781340374701371
D3011,D956,P192,P188,0.8275724275724277
D3011,D956,P192,P193,0.8366522366522368
D3011,D956,P192,P249,0.8266110890565038
D3011,D956,P192,P250,0.8380952380952381
D3022,D2339,P225,P220,0.8426403980615382
D3022,D752,P219,P1011,0.8364382319967559
D3022,D752,P219,P677,0.8382351771899276
D3032,D1751,P173,P10,0.8967172934747669
D3032,D1751,P173,P13,0.8967172934747669
D3032,D1751,P173,P901,0.8963757634201222
D3032,D1751,P45,P1244,0.8581207704320666
D3032,D1751,P45,P30,0.8967638382786743
D3032,D1751,P45,P450,0.7693092465412561
D3032,D1751,P45,P46,0.8581207704320666
D3036,D6030,P292,P1038,0.8688590027020388
D3036,D6030,P292,P1097,0.8688590027020388
D3036,D6030,P292,P110,0.8688590027020388
D3036,D6030,P292,P111,0.8688590027020388
D3036,D6030,P292,P112,0.8688590027020388
D3036,D6030,P292,P113,0.8688590027020388
D3036,D6030,P292,P114,0.8688590027020388
D3036,D6030,P292,P1176,0.8688590027020388
D3036,D6030,P292,P668,0.8611085577718541
D3040,D6257,P28,P151,0.9013983036971543
D3040,D6257,P28,P402,0.8833546189868029
D3040,D63,P29,P417,0.8381422647079496
D3041,D1514,P671,P240,0.9584402066837665
D3041,D1514,P671,P242,0.953756365934352
D3041,D5770,P242,P240,0.9050221181368722
D3041,D5770,P242,P671,0.8925318761384334
D3048,D1144,P19,P202,0.879695143256464
D3048,D1144,P19,P207,0.8768998951781971
D3048,D1144,P19,P621,0.8775987071977638
D3048,D1149,P19,P202,0.8705039667858757
D3048,D1149,P19,P207,0.8677087187076088
D3048,D1149,P19,P621,0.8684075307271755
D3048,D1156,P19,P202,0.8705039667858757
D3048,D1156,P19,P207,0.8677087187076088
D3048,D1156,P19,P621,0.8684075307271755
D3050,D1022,P361,P776,0.851686893680531
D3051,D514,P175,P146,0.9153753753753753
D3051,D519,P175,P146,0.868839427662957
D3051,D573,P175,P146,0.8793436293436293
D3051,D6286,P175,P146,0.8753753753753752
D3064,D202,P146,P175,0.860996290408055
D3074,D179,P42,P873,0.798076923076923
D3074,D179,P42,P946,0.8230249480249481
D3085,D781,P218,P185,0.9065211625175249
D3085,D781,P218,P186,0.8316471524383312
D3085,D781,P218,P187,0.792831045719364
D3085,D781,P218,P236,0.7956140350877193
D3094,D1751,P173,P10,0.8770531059606809
D3094,D1751,P173,P13,0.8770531059606809
D3094,D1751,P173,P901,0.876711575906036
D3094,D1751,P45,P1244,0.8384565829179805
D3094,D1751,P45,P30,0.8770996507645883
D3094,D1751,P45,P450,0.7496450590271699
D3094,D1751,P45,P46,0.8384565829179805
D3099,D1751,P173,P10,0.8697883400752252
D3099,D1751,P173,P13,0.8697883400752252
D3099,D1751,P173,P901,0.8694468100205804
D3099,D1751,P45,P1244,0.8311918170325251
D3099,D1751,P45,P30,0.8698348848791326
D3099,D1751,P45,P450,0.7423802931417144
D3099,D1751,P45,P46,0.8311918170325251
D3110,D6523,P735,P619,0.8595802865465787
D3110,D6523,P735,P726,0.8633256048986385
D3111,D1331,P1,P1041,0.8129713423831072
D3111,D1331,P1,P2,0.9386123680241326
D3111,D1331,P1,P538,0.8152222721149528
D3111,D1331,P1,P541,0.8211253850199083
D3111,D1331,P1,P574,0.880920060331825
D3111,D1331,P1,P684,0.816817496229261
D3111,D1331,P1,P685,0.818571106603561
D3116,D2109,P735,P619,0.8496944608712793
D3116,D2109,P735,P726,0.8534397792233394
D3119,D1878,P207,P19,0.8384659871322201
D3119,D1878,P207,P202,0.8421201604765068
D3119,D1878,P207,P621,0.8635242464604608
D3119,D735,P207,P19,0.8637316561844863
D3119,D735,P207,P202,0.8673858295287732
D3119,D735,P207,P621,0.888789915512727
D3136,D514,P175,P146,0.8686003076246979
D3136,D519,P175,P146,0.8600497048772912
D3141,D1751,P173,P10,0.8724654874892148
D3141,D1751,P173,P13,0.8724654874892148
D3141,D1751,P173,P901,0.87212395743457
D3141,D1751,P45,P1244,0.8338689644465145
D3141,D1751,P45,P30,0.8725120322931222
D3141,D1751,P45,P450,0.745057440555704
D3141,D1751,P45,P46,0.8338689644465145
D3144,D788,P222,P195,0.8873903574496994
D3144,D788,P222,P221,0.8925598226238286
D3144,D788,P222,P730,0.8907836474101535
D3144,D788,P222,P731,0.8951988859962463
D3159,D601,P175,P146,0.8753753753753752
D3163,D742,P202,P19,0.8567784765897973
D3163,D742,P202,P207,0.8576374018558172
D3163,D742,P202,P621,0.8576374018558172
D3181,D601,P175,P146,0.8589144700255811
D3187,D1751,P173,P10,0.948376418663304
D3187,D1751,P173,P13,0.948376418663304
D3187,D1751,P173,P901,0.948034888608659
D3187,D1751,P45,P1244,0.9097798956206035
D3187,D1751,P45,P30,0.9484229634672113
D3187,D1751,P45,P450,0.820968371729793
D3187,D1751,P45,P46,0.9097798956206035
D3194,D2424,P775,P1049,0.7573529411764706
D3194,D2424,P775,P777,0.8664748508098893
D3194,D6852,P775,P1049,0.8012718600953894
D3194,D6852,P775,P777,0.9103937697288081
D32,D1547,P210,P18,0.8983040417466647
D32,D1547,P210,P243,0.779533926339778
D32,D1547,P210,P438,0.9013070447496677
D3215,D5874,P175,P146,0.9301484583174724
D3218,D1878,P207,P19,0.851602276130578
D3218,D1878,P207,P202,0.8552564494748648
D3218,D1878,P207,P621,0.8766605354588188
D3218,D682,P202,P19,0.8623340321453529
D3218,D682,P202,P207,0.8631929574113727
D3218,D682,P202,P621,0.8631929574113727
D3218,D735,P207,P19,0.9558350803633823
D3218,D735,P207,P202,0.9594892537076691
D3218,D735,P207,P621,0.980893339691623
D3234,D2279,P762,P184,0.9101413391106985
D3234,D2279,P762,P229,0.9082843288971422
D3234,D2279,P762,P770,0.9129268544310327
D3234,D2279,P762,P774,0.9008562880429176
D3234,D2290,P762,P184,0.8962524502218097
D3234,D2290,P762,P229,0.8943954400082533
D3234,D2290,P762,P770,0.8990379655421439
D3234,D2290,P762,P774,0.8869673991540287
D3239,D520,P175,P146,0.9864864864864864
D3242,D813,P229,P184,0.8606774747333054
D3242,D813,P229,P762,0.8504639185587464
D3242,D813,P229,P770,0.8541779389858587
D3242,D813,P229,P774,0.8523209287723025
D3242,D813,P774,P184,0.8495354134519681
D3242,D813,P774,P229,0.8523209287723025
D3242,D813,P774,P762,0.8430358777045216
D3242,D813,P774,P770,0.8448928879180778
D3243,D1751,P173,P10,0.887208670748568
D3243,D1751,P173,P13,0.887208670748568
D3243,D1751,P173,P901,0.8868671406939233
D3243,D1751,P45,P1244,0.8486121477058677
D3243,D1751,P45,P30,0.8872552155524754
D3243,D1751,P45,P450,0.7598006238150572
D3243,D1751,P45,P46,0.8486121477058677
D3253,D1210,P547,P1067,0.834624881291548
D3253,D1210,P547,P1216,0.8564672364672364
D3272,D781,P218,P185,0.8990023655250438
D3272,D781,P218,P186,0.8241283554458501
D3272,D781,P218,P187,0.7853122487268829
D3272,D781,P218,P236,0.7880952380952381
D3278,D682,P202,P19,0.8749602947716154
D3278,D682,P202,P207,0.8758192200376355
D3278,D682,P202,P621,0.8758192200376355
D3278,D742,P202,P19,0.8416621975200299
D3278,D742,P202,P207,0.8425211227860497
D3278,D742,P202,P621,0.8425211227860497
D3284,D5388,P202,P19,0.8684223122062357
D3284,D5388,P202,P207,0.8692812374722556
D3284,D5388,P202,P621,0.8692812374722556
D3312,D5874,P175,P146,0.9325649178590355
D3312,D601,P175,P146,0.8531531531531531
D3317,D514,P175,P146,0.9153753753753753
D3317,D519,P175,P146,0.868839427662957
D3317,D573,P175,P146,0.8793436293436293
D3317,D6286,P175,P146,0.8753753753753752
D3318,D1751,P173,P10,0.8770531059606809
D3318,D1751,P173,P13,0.8770531059606809
D3318,D1751,P173,P901,0.876711575906036
D3318,D1751,P45,P1244,0.8384565829179805
D3318,D1751,P45,P30,0.8770996507645883
D3318,D1751,P45,P450,0.7496450590271699
D3318,D1751,P45,P46,0.8384565829179805
D3324,D2339,P225,P220,0.8603329451658501
D3324,D752,P219,P1011,0.8215389769595078
D3324,D752,P219,P677,0.8233359221526794
D3339,D514,P175,P146,0.9052899052899052
D3339,D519,P175,P146,0.855400344164389
D3339,D573,P175,P146,0.8715439577508542
D334,D338,P173,P10,0.9399569774080417
D334,D338,P173,P13,0.9399569774080417
D334,D338,P173,P901,0.939615447353397
D334,D344,P173,P10,0.8792880995749849
D334,D344,P173,P13,0.8792880995749849
D334,D344,P173,P901,0.8789465695203399
D334,D396,P173,P10,0.897436247723133
D334,D396,P173,P13,0.897436247723133
D334,D396,P173,P901,0.8970947176684883
D334,D397,P173,P10,0.8768514524014955
D334,D397,P173,P13,0.8768514524014955
D334,D397,P173,P901,0.8765099223468508
D334,D406,P173,P10,0.8929918032786887
D334,D406,P173,P13,0.8929918032786887
D334,D406,P173,P901,0.8926502732240437
D334,D4076,P173,P10,0.8885473588342441
D334,D4076,P173,P13,0.8885473588342441
D334,D4076,P173,P901,0.8882058287795993
D334,D438,P173,P10,0.8967778115091413
D334,D438,P173,P13,0.8967778115091413
D334,D438,P173,P901,0.8964362814544963
D334,D445,P173,P10,0.8912247350055962
D334,D445,P173,P13,0.8912247350055962
D334,D445,P173,P901,0.8908832049509513
D334,D452,P173,P10,0.9026120564432455
D334,D452,P173,P13,0.9026120564432455
D334,D452,P173,P901,0.9022705263886007
D334,D479,P173,P10,0.8939674130347862
D334,D479,P173,P13,0.8939674130347862
D334,D479,P173,P901,0.8936258829801412
D334,D483,P173,P10,0.9070658773527626
D334,D483,P173,P13,0.9070658773527626
D334,D483,P173,P901,0.9067243472981178
D334,D4885,P173,P10,0.8672383786211543
D334,D4885,P173,P13,0.8672383786211543
D334,D4885,P173,P901,0.8668968485665095
D334,D490,P173,P10,0.9056413759282611
D334,D490,P173,P13,0.9056413759282611
D334,D490,P173,P901,0.9052998458736163
D334,D496,P173,P10,0.8926625851716926
D334,D496,P173,P13,0.8926625851716926
D334,D496,P173,P901,0.8923210551170478
D334,D500,P173,P10,0.8939674130347862
D334,D500,P173,P13,0.8939674130347862
D334,D500,P173,P901,0.8936258829801412
D334,D501,P173,P10,0.8967778115091413
D334,D501,P173,P13,0.8967778115091413
D334,D501,P173,P901,0.8964362814544963
D335,D338,P173,P10,0.9359329797492767
D335,D338,P173,P13,0.9359329797492767
D335,D338,P173,P901,0.9355914496946319
D335,D344,P173,P10,0.8916772492880782
D335,D344,P173,P13,0.8916772492880782
D335,D344,P173,P901,0.8913357192334335
D335,D406,P173,P10,0.8827753530622383
D335,D406,P173,P13,0.8827753530622383
D335,D406,P173,P901,0.8824338230075934
D335,D4885,P173,P10,0.8948965651834504
D335,D4885,P173,P13,0.8948965651834504
D335,D4885,P173,P901,0.8945550351288056
D3355,D691,P202,P19,0.8594100555371659
D3355,D691,P202,P207,0.8602689808031857
D3355,D691,P202,P621,0.8602689808031857
D3355,D703,P203,P20,0.84688995215311
D3355,D703,P203,P732,0.850079744816587
D3355,D703,P203,P773,0.8484848484848485
D336,D338,P173,P10,0.8735323438192291
D336,D338,P173,P13,0.8735323438192291
D336,D338,P173,P901,0.8731908137645843
D336,D344,P173,P10,0.8700288403157256
D336,D344,P173,P13,0.8700288403157256
D336,D344,P173,P901,0.8696873102610807
D336,D397,P173,P10,0.8680795225769341
D336,D397,P173,P13,0.8680795225769341
D336,D397,P173,P901,0.8677379925222893
D336,D4076,P173,P10,0.9200564798956039
D336,D4076,P173,P13,0.9200564798956039
D336,D4076,P173,P901,0.9197149498409591
D336,D4885,P173,P10,0.8885473588342441
D336,D4885,P173,P13,0.8885473588342441
D336,D4885,P173,P901,0.8882058287795993
D337,D338,P173,P10,0.8929918032786887
D337,D338,P173,P13,0.8929918032786887
D337,D338,P173,P901,0.8926502732240437
D337,D396,P173,P10,0.9568013270882124
D337,D396,P173,P13,0.9568013270882124
D337,D396,P173,P901,0.9564597970335674
D337,D397,P173,P10,0.9339307704148387
D337,D397,P173,P13,0.9339307704148387
D337,D397,P173,P901,0.933589240360194
D337,D406,P173,P10,0.9433204417763411
D337,D406,P173,P13,0.9433204417763411
D337,D406,P173,P901,0.9429789117216963
D337,D421,P173,P10,0.887208670748568
D337,D421,P173,P13,0.887208670748568
D337,D421,P173,P901,0.8868671406939233
D337,D423,P173,P10,0.8770531059606809
D337,D423,P173,P13,0.8770531059606809
D337,D423,P173,P901,0.876711575906036
D337,D424,P173,P10,0.8820114111218258
D337,D424,P173,P13,0.8820114111218258
D337,D424,P173,P901,0.881669881067181
D337,D435,P173,P10,0.8941732378778445
D337,D435,P173,P13,0.8941732378778445
D337,D435,P173,P901,0.8938317078231998
D337,D438,P173,P10,0.9514128559102675
D337,D438,P173,P13,0.9514128559102675
D337,D438,P173,P901,0.9510713258556227
D337,D445,P173,P10,0.9441029143897998
D337,D445,P173,P13,0.9441029143897998
D337,D445,P173,P901,0.9437613843351548
D337,D452,P173,P10,0.9591179294048148
D337,D452,P173,P13,0.9591179294048148
D337,D452,P173,P901,0.9587763993501698
D337,D476,P173,P10,0.8780898424943748
D337,D476,P173,P13,0.8780898424943748
D337,D476,P173,P901,0.87774831243973
D337,D479,P173,P10,0.9477104179973033
D337,D479,P173,P13,0.9477104179973033
D337,D479,P173,P901,0.9473688879426584
D337,D483,P173,P10,0.9339307704148387
D337,D483,P173,P13,0.9339307704148387
D337,D483,P173,P901,0.933589240360194
D337,D490,P173,P10,0.9631287895800584
D337,D490,P173,P13,0.9631287895800584
D337,D490,P173,P901,0.9627872595254136
D337,D496,P173,P10,0.9470268909979868
D337,D496,P173,P13,0.9470268909979868
D337,D496,P173,P901,0.946685360943342
D337,D500,P173,P10,0.9477104179973033
D337,D500,P173,P13,0.9477104179973033
D337,D500,P173,P901,0.9473688879426584
D337,D501,P173,P10,0.9514128559102675
D337,D501,P173,P13,0.9514128559102675
D337,D501,P173,P901,0.9510713258556227
D3372,D781,P218,P185,0.9012172049491854
D3372,D781,P218,P186,0.8263431948699917
D3372,D781,P218,P187,0.7875270881510246
D3372,D781,P218,P236,0.7903100775193798
D3375,D1751,P173,P10,0.8845791048659901
D3375,D1751,P173,P13,0.8845791048659901
D3375,D1751,P173,P901,0.8842375748113454
D3375,D1751,P45,P1244,0.8459825818232898
D3375,D1751,P45,P30,0.8846256496698975
D3375,D1751,P45,P450,0.7571710579324793
D3375,D1751,P45,P46,0.8459825818232898
D338,D344,P173,P10,0.8948965651834504
D338,D344,P173,P13,0.8948965651834504
D338,D344,P173,P901,0.8945550351288056
D338,D406,P173,P10,0.9329918032786885
D338,D406,P173,P13,0.9329918032786885
D338,D406,P173,P901,0.9326502732240437
D338,D452,P173,P10,0.8687060889929743
D338,D452,P173,P13,0.8687060889929743
D338,D452,P173,P901,0.8683645589383294
D338,D483,P173,P10,0.8768514524014955
D338,D483,P173,P13,0.8768514524014955
D338,D483,P173,P901,0.8765099223468508
D338,D4885,P173,P10,0.8982091945830364
D338,D4885,P173,P13,0.8982091945830364
D338,D4885,P173,P901,0.8978676645283915
D338,D490,P173,P10,0.8711444137204557
D338,D490,P173,P13,0.8711444137204557
D338,D490,P173,P901,0.8708028836658107
D3380,D1751,P173,P10,0.9078710303318287
D3380,D1751,P173,P13,0.9078710303318287
D3380,D1751,P173,P901,0.9075295002771838
D3380,D1751,P45,P1244,0.8692745072891283
D3380,D1751,P45,P30,0.9079175751357361
D3380,D1751,P45,P450,0.7804629833983178
D3380,D1751,P45,P46,0.8692745072891283
D339,D435,P173,P10,0.8680795225769341
D339,D435,P173,P13,0.8680795225769341
D339,D435,P173,P901,0.8677379925222893
D3398,D1065,P188,P1129,0.8176249753013239
D3398,D1065,P188,P192,0.8293040293040294
D3398,D1065,P188,P193,0.8210678210678211
D3398,D1065,P188,P249,0.8960282803077563
D3398,D1065,P188,P250,0.8203463203463204
D3398,D1066,P185,P186,0.8241283554458501
D3398,D1066,P185,P187,0.7859376395961761
D3398,D1066,P185,P218,0.8990023655250438
D3398,D1066,P185,P236,0.7887362637362637
D3398,D1066,P186,P185,0.8241283554458501
D3398,D1066,P186,P187,0.7940677208969892
D3398,D1066,P186,P218,0.8241283554458501
D3398,D1066,P186,P236,0.7983516483516483
D3398,D626,P186,P185,0.8241283554458501
D3398,D626,P186,P187,0.7940677208969892
D3398,D626,P186,P218,0.8241283554458501
D3398,D626,P186,P236,0.7983516483516483
D340,D344,P173,P10,0.8788855230854518
D340,D344,P173,P13,0.8788855230854518
D340,D344,P173,P901,0.878543993030807
D340,D4885,P173,P10,0.8663251366120219
D340,D4885,P173,P13,0.8663251366120219
D340,D4885,P173,P901,0.865983606557377
D3400,D6834,P245,P77,0.8660907523568468
D3406,D781,P218,P185,0.9048095664541959
D3406,D781,P218,P186,0.8299355563750023
D3406,D781,P218,P187,0.7911194496560351
D3406,D781,P218,P236,0.7939024390243903
D341,D372,P173,P10,0.871453341740227
D341,D372,P173,P13,0.871453341740227
D341,D372,P173,P901,0.8711118116855822
D341,D421,P173,P10,0.8928208631077483
D341,D421,P173,P13,0.8928208631077483
D341,D421,P173,P901,0.8924793330531036
D341,D423,P173,P10,0.8817722910835665
D341,D423,P173,P13,0.8817722910835665
D341,D423,P173,P901,0.8814307610289217
D341,D424,P173,P10,0.8871584699453553
D341,D424,P173,P13,0.8871584699453553
D341,D424,P173,P901,0.8868169398907103
D341,D435,P173,P10,0.9083342690321131
D341,D435,P173,P13,0.9083342690321131
D341,D435,P173,P901,0.9079927389774683
D341,D476,P173,P10,0.8899538285951443
D341,D476,P173,P13,0.8899538285951443
D341,D476,P173,P901,0.8896122985404995
D3412,D1751,P173,P10,0.8885473588342441
D3412,D1751,P173,P13,0.8885473588342441
D3412,D1751,P173,P901,0.8882058287795993
D3412,D1751,P45,P1244,0.8499508357915437
D3412,D1751,P45,P30,0.8885939036381515
D3412,D1751,P45,P450,0.7611393119007333
D3412,D1751,P45,P46,0.8499508357915437
D342,D338,P173,P10,0.8724654874892148
D342,D338,P173,P13,0.8724654874892148
D342,D338,P173,P901,0.87212395743457
D342,D344,P173,P10,0.8690278393147245
D342,D344,P173,P13,0.8690278393147245
D342,D344,P173,P901,0.8686863092600797
D342,D4076,P173,P10,0.8855032188038027
D342,D4076,P173,P13,0.8855032188038027
D342,D4076,P173,P901,0.8851616887491579
D3420,D1751,P173,P10,0.964832599298589
D3420,D1751,P173,P13,0.964832599298589
D3420,D1751,P173,P901,0.9644910692439442
D3420,D1751,P45,P1244,0.9262360762558887
D3420,D1751,P45,P30,0.9648791441024964
D3420,D1751,P45,P450,0.8374245523650782
D3420,D1751,P45,P46,0.9262360762558887
D3423,D1916,P215,P555,0.8201508522468326
D3423,D1917,P215,P555,0.834643605870021
D3423,D2339,P225,P220,0.8995804154478031
D3423,D6226,P677,P1011,0.8452158048874167
D3423,D6226,P677,P219,0.8362310789215585
D3423,D752,P219,P1011,0.8703230594945115
D3423,D752,P219,P677,0.872120004687683
D3423,D799,P215,P555,0.8512665280047541
D3423,D799,P225,P220,0.8798048701495861
D3423,D804,P225,P220,0.8798048701495861
D343,D338,P173,P10,0.8916772492880782
D343,D338,P173,P13,0.8916772492880782
D343,D338,P173,P901,0.8913357192334335
D343,D344,P173,P10,0.9051311067612756
D343,D344,P173,P13,0.9051311067612756
D343,D344,P173,P901,0.9047895767066308
D343,D4885,P173,P10,0.8918153326904532
D343,D4885,P173,P13,0.8918153326904532
D343,D4885,P173,P901,0.8914738026358084
D3437,D657,P192,P1129,0.8853601446962442
D3437,D657,P192,P188,0.8347985347985348
D3437,D657,P192,P193,0.8438783438783438
D3437,D657,P192,P249,0.8338371962826111
D3437,D657,P192,P250,0.8453213453213454
D344,D338,P173,P10,0.8948965651834504
D344,D338,P173,P13,0.8948965651834504
D344,D338,P173,P901,0.8945550351288056
D344,D340,P173,P10,0.8788855230854518
D344,D340,P173,P13,0.8788855230854518
D344,D340,P173,P901,0.878543993030807
D344,D4885,P173,P10,0.8951808580050566
D344,D4885,P173,P13,0.8951808580050566
D344,D4885,P173,P901,0.8948393279504119
D3449,D1022,P361,P776,0.9383426224199348
D3449,D1033,P361,P776,0.8995771078654738
D345,D338,P173,P10,0.9078710303318287
D345,D338,P173,P13,0.9078710303318287
D345,D338,P173,P901,0.9075295002771838
D345,D340,P173,P10,0.8682030708843224
D345,D340,P173,P13,0.8682030708843224
D345,D340,P173,P901,0.8678615408296775
D345,D344,P173,P10,0.9137998840867693
D345,D344,P173,P13,0.9137998840867693
D345,D344,P173,P901,0.9134583540321245
D345,D4076,P173,P10,0.8672383786211543
D345,D4076,P173,P13,0.8672383786211543
D345,D4076,P173,P901,0.8668968485665095
D345,D4885,P173,P10,0.9087493790362643
D345,D4885,P173,P13,0.9087493790362643
D345,D4885,P173,P901,0.9084078489816195
D3457,D1751,P173,P10,0.8815150100297434
D3457,D1751,P173,P13,0.8815150100297434
D3457,D1751,P173,P901,0.8811734799750987
D3457,D1751,P45,P1244,0.8429184869870431
D3457,D1751,P45,P30,0.8815615548336507
D3457,D1751,P45,P450,0.7541069630962326
D3457,D1751,P45,P46,0.8429184869870431
D346,D338,P173,P10,0.9198462633725852
D346,D338,P173,P13,0.9198462633725852
D346,D338,P173,P901,0.9195047333179405
D346,D344,P173,P10,0.8855032188038027
D346,D344,P173,P13,0.8855032188038027
D346,D344,P173,P901,0.8851616887491579
D346,D406,P173,P10,0.8704918032786885
D346,D406,P173,P13,0.8704918032786885
D346,D406,P173,P901,0.8701502732240437
D346,D4885,P173,P10,0.8735323438192291
D346,D4885,P173,P13,0.8735323438192291
D346,D4885,P173,P901,0.8731908137645843
D3462,D1943,P186,P185,0.8020825000666614
D3462,D1943,P186,P187,0.7720218655178005
D3462,D1943,P186,P218,0.8020825000666614
D3462,D1943,P186,P236,0.7763057929724596
D347,D348,P173,P10,0.871453341740227
D347,D348,P173,P13,0.871453341740227
D347,D348,P173,P901,0.8711118116855822
D347,D372,P173,P10,0.9185773888642741
D347,D372,P173,P13,0.9185773888642741
D347,D372,P173,P901,0.9182358588096293
D347,D396,P173,P10,0.8800003502872356
D347,D396,P173,P13,0.8800003502872356
D347,D396,P173,P901,0.8796588202325908
D347,D406,P173,P10,0.8688567821816422
D347,D406,P173,P13,0.8688567821816422
D347,D406,P173,P901,0.8685152521269973
D347,D418,P173,P10,0.9095683798552651
D347,D418,P173,P13,0.9095683798552651
D347,D418,P173,P901,0.9092268498006203
D347,D421,P173,P10,0.9494301594430721
D347,D421,P173,P13,0.9494301594430721
D347,D421,P173,P901,0.9490886293884273
D347,D423,P173,P10,0.9347234050102903
D347,D423,P173,P13,0.9347234050102903
D347,D423,P173,P901,0.9343818749556455
D347,D424,P173,P10,0.9418806921675774
D347,D424,P173,P13,0.9418806921675774
D347,D424,P173,P901,0.9415391621129325
D347,D427,P173,P10,0.8780368483237336
D347,D427,P173,P13,0.8780368483237336
D347,D427,P173,P901,0.8776953182690889
D347,D435,P173,P10,0.9702467052394729
D347,D435,P173,P13,0.9702467052394729
D347,D435,P173,P901,0.9699051751848279
D347,D438,P173,P10,0.8806108508977362
D347,D438,P173,P13,0.8806108508977362
D347,D438,P173,P901,0.8802693208430914
D347,D445,P173,P10,0.8756274621934171
D347,D445,P173,P13,0.8756274621934171
