D_1,D_2,T_1,T_2,Value
D2299,D4606,P761,P1205,0.8016321406151915
D2299,D4606,P761,P1250,0.8016321406151915
D2299,D4606,P761,P133,0.8016321406151915
D2299,D4606,P761,P134,0.8016321406151915
D2299,D4606,P761,P135,0.8016321406151915
D2299,D4606,P761,P136,0.8016321406151915
D2299,D4606,P761,P137,0.8016321406151915
D2299,D4606,P761,P138,0.802197112366604
D2299,D4606,P761,P139,0.8016321406151915
D2299,D4606,P761,P140,0.8016321406151915
D2299,D4606,P761,P141,0.8016321406151915
D2299,D4606,P761,P142,0.8016321406151915
D2299,D4606,P761,P143,0.8016321406151915
D2299,D4606,P761,P144,0.802197112366604
D2299,D4606,P761,P211,0.8988072818581293
D2299,D4606,P761,P212,0.898242310106717
D2299,D6645,P761,P1155,0.7816891206721716
D2299,D6645,P761,P1205,0.7816891206721716
D2299,D6645,P761,P1250,0.7816891206721716
D2299,D6645,P761,P133,0.7816891206721716
D2299,D6645,P761,P134,0.7816891206721716
D2299,D6645,P761,P135,0.7816891206721716
D2299,D6645,P761,P136,0.7816891206721716
D2299,D6645,P761,P137,0.7816891206721716
D2299,D6645,P761,P138,0.7822540924235839
D2299,D6645,P761,P139,0.7816891206721716
D2299,D6645,P761,P140,0.7816891206721716
D2299,D6645,P761,P141,0.7816891206721716
D2299,D6645,P761,P142,0.7816891206721716
D2299,D6645,P761,P143,0.7816891206721716
D2299,D6645,P761,P144,0.7822540924235839
D2299,D6645,P761,P211,0.8788642619151094
D2299,D6645,P761,P212,0.8782992901636969
D2299,D6743,P761,P1155,0.7847971237801746
D2299,D6743,P761,P1205,0.7847971237801746
D2299,D6743,P761,P1250,0.7847971237801746
D2299,D6743,P761,P133,0.7847971237801746
D2299,D6743,P761,P134,0.7847971237801746
D2299,D6743,P761,P135,0.7847971237801746
D2299,D6743,P761,P136,0.7847971237801746
D2299,D6743,P761,P137,0.7847971237801746
D2299,D6743,P761,P138,0.7853620955315871
D2299,D6743,P761,P139,0.7847971237801746
D2299,D6743,P761,P140,0.7847971237801746
D2299,D6743,P761,P141,0.7847971237801746
D2299,D6743,P761,P142,0.7847971237801746
D2299,D6743,P761,P143,0.7847971237801746
D2299,D6743,P761,P144,0.7853620955315871
D2299,D6743,P761,P211,0.8819722650231124
D2299,D6743,P761,P212,0.8814072932717001
D2300,D2299,P761,P1155,0.805283679477998
D2300,D2299,P761,P1205,0.805283679477998
D2300,D2299,P761,P1250,0.805283679477998
D2300,D2299,P761,P133,0.805283679477998
D2300,D2299,P761,P134,0.805283679477998
D2300,D2299,P761,P135,0.805283679477998
D2300,D2299,P761,P136,0.805283679477998
D2300,D2299,P761,P137,0.805283679477998
D2300,D2299,P761,P138,0.8058486512294104
D2300,D2299,P761,P139,0.805283679477998
D2300,D2299,P761,P140,0.805283679477998
D2300,D2299,P761,P141,0.805283679477998
D2300,D2299,P761,P142,0.805283679477998
D2300,D2299,P761,P143,0.805283679477998
D2300,D2299,P761,P144,0.8058486512294104
D2300,D2299,P761,P211,0.9024588207209358
D2300,D2299,P761,P212,0.9018938489695234
D2300,D2302,P761,P1155,0.825954970908171
D2300,D2302,P761,P1205,0.825954970908171
D2300,D2302,P761,P1250,0.825954970908171
D2300,D2302,P761,P133,0.825954970908171
D2300,D2302,P761,P134,0.825954970908171
D2300,D2302,P761,P135,0.825954970908171
D2300,D2302,P761,P136,0.825954970908171
D2300,D2302,P761,P137,0.825954970908171
D2300,D2302,P761,P138,0.8265199426595835
D2300,D2302,P761,P139,0.825954970908171
D2300,D2302,P761,P140,0.825954970908171
D2300,D2302,P761,P141,0.825954970908171
D2300,D2302,P761,P142,0.825954970908171
D2300,D2302,P761,P143,0.825954970908171
D2300,D2302,P761,P144,0.8265199426595835
D2300,D2302,P761,P211,0.9231301121511089
D2300,D2302,P761,P212,0.9225651403996964
D2300,D4606,P761,P1155,0.805283679477998
D2300,D4606,P761,P1205,0.805283679477998
D2300,D4606,P761,P1250,0.805283679477998
D2300,D4606,P761,P133,0.805283679477998
D2300,D4606,P761,P134,0.805283679477998
D2300,D4606,P761,P135,0.805283679477998
D2300,D4606,P761,P136,0.805283679477998
D2300,D4606,P761,P137,0.805283679477998
D2300,D4606,P761,P138,0.8058486512294104
D2300,D4606,P761,P139,0.805283679477998
D2300,D4606,P761,P140,0.805283679477998
D2300,D4606,P761,P141,0.805283679477998
D2300,D4606,P761,P142,0.805283679477998
D2300,D4606,P761,P143,0.805283679477998
D2300,D4606,P761,P144,0.8058486512294104
D2300,D4606,P761,P211,0.9024588207209358
D2300,D4606,P761,P212,0.9018938489695234
D2300,D6645,P761,P1155,0.7923728813559322
D2300,D6645,P761,P1205,0.7923728813559322
D2300,D6645,P761,P1250,0.7923728813559322
D2300,D6645,P761,P133,0.7923728813559322
D2300,D6645,P761,P134,0.7923728813559322
D2300,D6645,P761,P135,0.7923728813559322
D2300,D6645,P761,P136,0.7923728813559322
D2300,D6645,P761,P137,0.7923728813559322
D2300,D6645,P761,P138,0.7929378531073447
D2300,D6645,P761,P139,0.7923728813559322
D2300,D6645,P761,P140,0.7923728813559322
D2300,D6645,P761,P141,0.7923728813559322
D2300,D6645,P761,P142,0.7923728813559322
D2300,D6645,P761,P143,0.7923728813559322
D2300,D6645,P761,P144,0.7929378531073447
D2300,D6645,P761,P211,0.88954802259887
D2300,D6645,P761,P212,0.8889830508474575
D2300,D6743,P761,P1155,0.7879869164436514
D2300,D6743,P761,P1205,0.7879869164436514
D2300,D6743,P761,P1250,0.7879869164436514
D2300,D6743,P761,P133,0.7879869164436514
D2300,D6743,P761,P134,0.7879869164436514
D2300,D6743,P761,P135,0.7879869164436514
D2300,D6743,P761,P136,0.7879869164436514
D2300,D6743,P761,P137,0.7879869164436514
D2300,D6743,P761,P138,0.7885518881950638
D2300,D6743,P761,P139,0.7879869164436514
D2300,D6743,P761,P140,0.7879869164436514
D2300,D6743,P761,P141,0.7879869164436514
D2300,D6743,P761,P142,0.7879869164436514
D2300,D6743,P761,P143,0.7879869164436514
D2300,D6743,P761,P144,0.7885518881950638
D2300,D6743,P761,P211,0.8851620576865894
D2300,D6743,P761,P212,0.8845970859351769
D2301,D2299,P761,P1155,0.7912617702448211
D2301,D2299,P761,P1205,0.7912617702448211
D2301,D2299,P761,P1250,0.7912617702448211
D2301,D2299,P761,P133,0.7912617702448211
D2301,D2299,P761,P134,0.7912617702448211
D2301,D2299,P761,P135,0.7912617702448211
D2301,D2299,P761,P136,0.7912617702448211
D2301,D2299,P761,P137,0.7912617702448211
D2301,D2299,P761,P138,0.7918267419962336
D2301,D2299,P761,P139,0.7912617702448211
D2301,D2299,P761,P140,0.7912617702448211
D2301,D2299,P761,P141,0.7912617702448211
D2301,D2299,P761,P142,0.7912617702448211
D2301,D2299,P761,P143,0.7912617702448211
D2301,D2299,P761,P144,0.7918267419962336
D2301,D2299,P761,P211,0.8884369114877589
D2301,D2299,P761,P212,0.8878719397363465
D2301,D2300,P761,P1155,0.7946251336081844
D2301,D2300,P761,P1205,0.7946251336081844
D2301,D2300,P761,P1250,0.7946251336081844
D2301,D2300,P761,P133,0.7946251336081844
D2301,D2300,P761,P134,0.7946251336081844
D2301,D2300,P761,P135,0.7946251336081844
D2301,D2300,P761,P136,0.7946251336081844
D2301,D2300,P761,P137,0.7946251336081844
D2301,D2300,P761,P138,0.7951901053595969
D2301,D2300,P761,P139,0.7946251336081844
D2301,D2300,P761,P140,0.7946251336081844
D2301,D2300,P761,P141,0.7946251336081844
D2301,D2300,P761,P142,0.7946251336081844
D2301,D2300,P761,P143,0.7946251336081844
D2301,D2300,P761,P144,0.7951901053595969
D2301,D2300,P761,P211,0.8918002748511222
D2301,D2300,P761,P212,0.8912353030997099
D2301,D2302,P761,P1155,0.8016321406151915
D2301,D2302,P761,P1205,0.8016321406151915
D2301,D2302,P761,P1250,0.8016321406151915
D2301,D2302,P761,P133,0.8016321406151915
D2301,D2302,P761,P134,0.8016321406151915
D2301,D2302,P761,P135,0.8016321406151915
D2301,D2302,P761,P136,0.8016321406151915
D2301,D2302,P761,P137,0.8016321406151915
D2301,D2302,P761,P138,0.802197112366604
D2301,D2302,P761,P139,0.8016321406151915
D2301,D2302,P761,P140,0.8016321406151915
D2301,D2302,P761,P141,0.8016321406151915
D2301,D2302,P761,P142,0.8016321406151915
D2301,D2302,P761,P143,0.8016321406151915
D2301,D2302,P761,P144,0.802197112366604
D2301,D2302,P761,P211,0.8988072818581293
D2301,D2302,P761,P212,0.898242310106717
D2301,D4606,P761,P1155,0.799129638112689
D2301,D4606,P761,P1205,0.799129638112689
D2301,D4606,P761,P1250,0.799129638112689
D2301,D4606,P761,P133,0.799129638112689
D2301,D4606,P761,P134,0.799129638112689
D2301,D4606,P761,P135,0.799129638112689
D2301,D4606,P761,P136,0.799129638112689
D2301,D4606,P761,P137,0.799129638112689
D2301,D4606,P761,P138,0.7996946098641015
D2301,D4606,P761,P139,0.799129638112689
D2301,D4606,P761,P140,0.799129638112689
D2301,D4606,P761,P141,0.799129638112689
D2301,D4606,P761,P142,0.799129638112689
D2301,D4606,P761,P143,0.799129638112689
D2301,D4606,P761,P144,0.7996946098641015
D2301,D4606,P761,P211,0.8963047793556268
D2301,D4606,P761,P212,0.8957398076042145
D2301,D6645,P761,P1155,0.7870986197525567
D2301,D6645,P761,P1205,0.7870986197525567
D2301,D6645,P761,P1250,0.7870986197525567
D2301,D6645,P761,P133,0.7870986197525567
D2301,D6645,P761,P134,0.7870986197525567
D2301,D6645,P761,P135,0.7870986197525567
D2301,D6645,P761,P136,0.7870986197525567
D2301,D6645,P761,P137,0.7870986197525567
D2301,D6645,P761,P138,0.7876635915039691
D2301,D6645,P761,P139,0.7870986197525567
D2301,D6645,P761,P140,0.7870986197525567
D2301,D6645,P761,P141,0.7870986197525567
D2301,D6645,P761,P142,0.7870986197525567
D2301,D6645,P761,P143,0.7870986197525567
D2301,D6645,P761,P144,0.7876635915039691
D2301,D6645,P761,P211,0.8842737609954945
D2301,D6645,P761,P212,0.883708789244082
D2301,D6743,P761,P1155,0.8055307760927742
D2301,D6743,P761,P1205,0.8055307760927742
D2301,D6743,P761,P1250,0.8055307760927742
D2301,D6743,P761,P133,0.8055307760927742
D2301,D6743,P761,P134,0.8055307760927742
D2301,D6743,P761,P135,0.8055307760927742
D2301,D6743,P761,P136,0.8055307760927742
D2301,D6743,P761,P137,0.8055307760927742
D2301,D6743,P761,P138,0.8060957478441867
D2301,D6743,P761,P139,0.8055307760927742
D2301,D6743,P761,P140,0.8055307760927742
D2301,D6743,P761,P141,0.8055307760927742
D2301,D6743,P761,P142,0.8055307760927742
D2301,D6743,P761,P143,0.8055307760927742
D2301,D6743,P761,P144,0.8060957478441867
D2301,D6743,P761,P211,0.902705917335712
D2301,D6743,P761,P212,0.9021409455842998
D2302,D2299,P761,P1155,0.8129042823221159
D2302,D2299,P761,P1205,0.8129042823221159
D2302,D2299,P761,P1250,0.8129042823221159
D2302,D2299,P761,P133,0.8129042823221159
D2302,D2299,P761,P134,0.8129042823221159
D2302,D2299,P761,P135,0.8129042823221159
D2302,D2299,P761,P136,0.8129042823221159
D2302,D2299,P761,P137,0.8129042823221159
D2302,D2299,P761,P138,0.8134692540735283
D2302,D2299,P761,P139,0.8129042823221159
D2302,D2299,P761,P140,0.8129042823221159
D2302,D2299,P761,P141,0.8129042823221159
D2302,D2299,P761,P142,0.8129042823221159
D2302,D2299,P761,P143,0.8129042823221159
D2302,D2299,P761,P144,0.8134692540735283
D2302,D2299,P761,P211,0.9100794235650537
D2302,D2299,P761,P212,0.9095144518136412
D2302,D2300,P761,P1155,0.825954970908171
D2302,D2300,P761,P1205,0.825954970908171
D2302,D2300,P761,P1250,0.825954970908171
D2302,D2300,P761,P133,0.825954970908171
D2302,D2300,P761,P134,0.825954970908171
D2302,D2300,P761,P135,0.825954970908171
D2302,D2300,P761,P136,0.825954970908171
D2302,D2300,P761,P137,0.825954970908171
D2302,D2300,P761,P138,0.8265199426595835
D2302,D2300,P761,P139,0.825954970908171
D2302,D2300,P761,P140,0.825954970908171
D2302,D2300,P761,P141,0.825954970908171
D2302,D2300,P761,P142,0.825954970908171
D2302,D2300,P761,P143,0.825954970908171
D2302,D2300,P761,P144,0.8265199426595835
D2302,D2300,P761,P211,0.9231301121511089
D2302,D2300,P761,P212,0.9225651403996964
D2302,D4606,P761,P1155,0.8129042823221159
D2302,D4606,P761,P1205,0.8129042823221159
D2302,D4606,P761,P1250,0.8129042823221159
D2302,D4606,P761,P133,0.8129042823221159
D2302,D4606,P761,P134,0.8129042823221159
D2302,D4606,P761,P135,0.8129042823221159
D2302,D4606,P761,P136,0.8129042823221159
D2302,D4606,P761,P137,0.8129042823221159
D2302,D4606,P761,P138,0.8134692540735283
D2302,D4606,P761,P139,0.8129042823221159
D2302,D4606,P761,P140,0.8129042823221159
D2302,D4606,P761,P141,0.8129042823221159
D2302,D4606,P761,P142,0.8129042823221159
D2302,D4606,P761,P143,0.8129042823221159
D2302,D4606,P761,P144,0.8134692540735283
D2302,D4606,P761,P211,0.9100794235650537
D2302,D4606,P761,P212,0.9095144518136412
D2302,D6645,P761,P1155,0.7912617702448211
D2302,D6645,P761,P1205,0.7912617702448211
D2302,D6645,P761,P1250,0.7912617702448211
D2302,D6645,P761,P133,0.7912617702448211
D2302,D6645,P761,P134,0.7912617702448211
D2302,D6645,P761,P135,0.7912617702448211
D2302,D6645,P761,P136,0.7912617702448211
D2302,D6645,P761,P137,0.7912617702448211
D2302,D6645,P761,P138,0.7918267419962336
D2302,D6645,P761,P139,0.7912617702448211
D2302,D6645,P761,P140,0.7912617702448211
D2302,D6645,P761,P141,0.7912617702448211
D2302,D6645,P761,P142,0.7912617702448211
D2302,D6645,P761,P143,0.7912617702448211
D2302,D6645,P761,P144,0.7918267419962336
D2302,D6645,P761,P211,0.8884369114877589
D2302,D6645,P761,P212,0.8878719397363465
D2302,D6743,P761,P1155,0.7946251336081844
D2302,D6743,P761,P1205,0.7946251336081844
D2302,D6743,P761,P1250,0.7946251336081844
D2302,D6743,P761,P133,0.7946251336081844
D2302,D6743,P761,P134,0.7946251336081844
D2302,D6743,P761,P135,0.7946251336081844
D2302,D6743,P761,P136,0.7946251336081844
D2302,D6743,P761,P137,0.7946251336081844
D2302,D6743,P761,P138,0.7951901053595969
D2302,D6743,P761,P139,0.7946251336081844
D2302,D6743,P761,P140,0.7946251336081844
D2302,D6743,P761,P141,0.7946251336081844
D2302,D6743,P761,P142,0.7946251336081844
D2302,D6743,P761,P143,0.7946251336081844
D2302,D6743,P761,P144,0.7951901053595969
D2302,D6743,P761,P211,0.8918002748511222
D2302,D6743,P761,P212,0.8912353030997099
D2303,D2299,P761,P1155,0.7980806439130098
D2303,D2299,P761,P1205,0.7980806439130098
D2303,D2299,P761,P1250,0.7980806439130098
D2303,D2299,P761,P133,0.7980806439130098
D2303,D2299,P761,P134,0.7980806439130098
D2303,D2299,P761,P135,0.7980806439130098
D2303,D2299,P761,P136,0.7980806439130098
D2303,D2299,P761,P137,0.7980806439130098
D2303,D2299,P761,P138,0.7986456156644222
D2303,D2299,P761,P139,0.7980806439130098
D2303,D2299,P761,P140,0.7980806439130098
D2303,D2299,P761,P141,0.7980806439130098
D2303,D2299,P761,P142,0.7980806439130098
D2303,D2299,P761,P143,0.7980806439130098
D2303,D2299,P761,P144,0.7986456156644222
D2303,D2299,P761,P211,0.8952557851559476
D2303,D2299,P761,P212,0.8946908134045352
D2303,D2300,P761,P1155,0.8016321406151915
D2303,D2300,P761,P1205,0.8016321406151915
D2303,D2300,P761,P1250,0.8016321406151915
D2303,D2300,P761,P133,0.8016321406151915
D2303,D2300,P761,P134,0.8016321406151915
D2303,D2300,P761,P135,0.8016321406151915
D2303,D2300,P761,P136,0.8016321406151915
D2303,D2300,P761,P137,0.8016321406151915
D2303,D2300,P761,P138,0.802197112366604
D2303,D2300,P761,P139,0.8016321406151915
D2303,D2300,P761,P140,0.8016321406151915
D2303,D2300,P761,P141,0.8016321406151915
D2303,D2300,P761,P142,0.8016321406151915
D2303,D2300,P761,P143,0.8016321406151915
D2303,D2300,P761,P144,0.802197112366604
D2303,D2300,P761,P211,0.8988072818581293
D2303,D2300,P761,P212,0.898242310106717
D2303,D2302,P761,P1155,0.8090395480225988
D2303,D2302,P761,P1205,0.8090395480225988
D2303,D2302,P761,P1250,0.8090395480225988
D2303,D2302,P761,P133,0.8090395480225988
D2303,D2302,P761,P134,0.8090395480225988
D2303,D2302,P761,P135,0.8090395480225988
D2303,D2302,P761,P136,0.8090395480225988
D2303,D2302,P761,P137,0.8090395480225988
D2303,D2302,P761,P138,0.8096045197740113
D2303,D2302,P761,P139,0.8090395480225988
D2303,D2302,P761,P140,0.8090395480225988
D2303,D2302,P761,P141,0.8090395480225988
D2303,D2302,P761,P142,0.8090395480225988
D2303,D2302,P761,P143,0.8090395480225988
D2303,D2302,P761,P144,0.8096045197740113
D2303,D2302,P761,P211,0.9062146892655368
D2303,D2302,P761,P212,0.9056497175141244
D2303,D4606,P761,P1155,0.806261770244821
D2303,D4606,P761,P1205,0.806261770244821
D2303,D4606,P761,P1250,0.806261770244821
D2303,D4606,P761,P133,0.806261770244821
D2303,D4606,P761,P134,0.806261770244821
D2303,D4606,P761,P135,0.806261770244821
D2303,D4606,P761,P136,0.806261770244821
D2303,D4606,P761,P137,0.806261770244821
D2303,D4606,P761,P138,0.8068267419962335
D2303,D4606,P761,P139,0.806261770244821
D2303,D4606,P761,P140,0.806261770244821
D2303,D4606,P761,P141,0.806261770244821
D2303,D4606,P761,P142,0.806261770244821
D2303,D4606,P761,P143,0.806261770244821
D2303,D4606,P761,P144,0.8068267419962335
D2303,D4606,P761,P211,0.9034369114877588
D2303,D4606,P761,P212,0.9028719397363464
D2303,D6645,P761,P1155,0.8254779041869824
D2303,D6645,P761,P1205,0.8254779041869824
D2303,D6645,P761,P1250,0.8254779041869824
D2303,D6645,P761,P133,0.8254779041869824
D2303,D6645,P761,P134,0.8254779041869824
D2303,D6645,P761,P135,0.8254779041869824
D2303,D6645,P761,P136,0.8254779041869824
D2303,D6645,P761,P137,0.8254779041869824
D2303,D6645,P761,P138,0.8260428759383949
D2303,D6645,P761,P139,0.8254779041869824
D2303,D6645,P761,P140,0.8254779041869824
D2303,D6645,P761,P141,0.8254779041869824
D2303,D6645,P761,P142,0.8254779041869824
D2303,D6645,P761,P143,0.8254779041869824
D2303,D6645,P761,P144,0.8260428759383949
D2303,D6645,P761,P211,0.9226530454299202
D2303,D6645,P761,P212,0.9220880736785079
D2303,D6743,P761,P1155,0.8126431516262024
D2303,D6743,P761,P1205,0.8126431516262024
D2303,D6743,P761,P1250,0.8126431516262024
D2303,D6743,P761,P133,0.8126431516262024
D2303,D6743,P761,P134,0.8126431516262024
D2303,D6743,P761,P135,0.8126431516262024
D2303,D6743,P761,P136,0.8126431516262024
D2303,D6743,P761,P137,0.8126431516262024
D2303,D6743,P761,P138,0.8132081233776148
D2303,D6743,P761,P139,0.8126431516262024
D2303,D6743,P761,P140,0.8126431516262024
D2303,D6743,P761,P141,0.8126431516262024
D2303,D6743,P761,P142,0.8126431516262024
D2303,D6743,P761,P143,0.8126431516262024
D2303,D6743,P761,P144,0.8132081233776148
D2303,D6743,P761,P211,0.9098182928691404
D2303,D6743,P761,P212,0.9092533211177279
D2304,D5834,P726,P619,0.9192998547733701
D2304,D5834,P726,P735,0.9237942367958419
D2304,D6549,P726,P619,0.9660315909461
D2304,D6549,P726,P735,0.9705259729685719
D2305,D5834,P726,P619,0.9319132334581773
D2305,D5834,P726,P735,0.9364076154806492
D2305,D6549,P726,P619,0.9805243445692885
D2305,D6549,P726,P735,0.9850187265917603
D2307,D2308,P761,P1155,0.7672724797495065
D2307,D2308,P761,P1205,0.7672724797495065
D2307,D2308,P761,P1250,0.7672724797495065
D2307,D2308,P761,P133,0.7672724797495065
D2307,D2308,P761,P134,0.7672724797495065
D2307,D2308,P761,P135,0.7672724797495065
D2307,D2308,P761,P136,0.7672724797495065
D2307,D2308,P761,P137,0.7672724797495065
D2307,D2308,P761,P138,0.7678374515009189
D2307,D2308,P761,P139,0.7672724797495065
D2307,D2308,P761,P140,0.7672724797495065
D2307,D2308,P761,P141,0.7672724797495065
D2307,D2308,P761,P142,0.7672724797495065
D2307,D2308,P761,P143,0.7672724797495065
D2307,D2308,P761,P144,0.7678374515009189
D2307,D2308,P761,P211,0.8644476209924443
D2307,D2308,P761,P212,0.8638826492410319
D2307,D2310,P291,P180,0.8545064377682404
D2307,D2310,P291,P690,0.7506638714185884
D2307,D2310,P291,P755,0.7511482254697285
D2307,D2311,P291,P180,0.8752271584889612
D2307,D2311,P291,P690,0.7713845921393091
D2307,D2311,P291,P755,0.7718689461904494
D2307,D2312,P761,P1155,0.805283679477998
D2307,D2312,P761,P1205,0.805283679477998
D2307,D2312,P761,P1250,0.805283679477998
D2307,D2312,P761,P133,0.805283679477998
D2307,D2312,P761,P134,0.805283679477998
D2307,D2312,P761,P135,0.805283679477998
D2307,D2312,P761,P136,0.805283679477998
D2307,D2312,P761,P137,0.805283679477998
D2307,D2312,P761,P138,0.8058486512294104
D2307,D2312,P761,P139,0.805283679477998
D2307,D2312,P761,P140,0.805283679477998
D2307,D2312,P761,P141,0.805283679477998
D2307,D2312,P761,P142,0.805283679477998
D2307,D2312,P761,P143,0.805283679477998
D2307,D2312,P761,P144,0.8058486512294104
D2307,D2312,P761,P211,0.9024588207209358
D2307,D2312,P761,P212,0.9018938489695234
D2308,D2312,P761,P1155,0.7793206725205909
D2308,D2312,P761,P1205,0.7793206725205909
D2308,D2312,P761,P1250,0.7793206725205909
D2308,D2312,P761,P133,0.7793206725205909
D2308,D2312,P761,P134,0.7793206725205909
D2308,D2312,P761,P135,0.7793206725205909
D2308,D2312,P761,P136,0.7793206725205909
D2308,D2312,P761,P137,0.7793206725205909
D2308,D2312,P761,P138,0.7798856442720034
D2308,D2312,P761,P139,0.7793206725205909
D2308,D2312,P761,P140,0.7793206725205909
D2308,D2312,P761,P141,0.7793206725205909
D2308,D2312,P761,P142,0.7793206725205909
D2308,D2312,P761,P143,0.7793206725205909
D2308,D2312,P761,P144,0.7798856442720034
D2308,D2312,P761,P211,0.8764958137635287
D2308,D2312,P761,P212,0.8759308420121162
D2309,D2310,P291,P180,0.9247767080385106
